51.537944, -0.076717, 1440428697.227449, 4.000000, 10.000000
51.537754, -0.077174, 1440428715.228593, 4.000000, 30.000000
51.537617, -0.076989, 1440428734.235560, 4.000000, 50.000000
51.537219, -0.076922, 1440428752.212047, 4.000000, 30.000000
51.537176, -0.077023, 1440428771.211256, 4.000000, 30.000000
51.537232, -0.077252, 1440428789.201802, 4.000000, 30.000000
51.537141, -0.076999, 1440428803.285431, 10.000000, 65.000000
51.537029, -0.076954, 1440428821.685738, 10.000000, 65.000000
51.537108, -0.077474, 1440428844.176286, 12.000000, 50.000000
51.537143, -0.077394, 1440428858.574754, 24.696697, 65.000000
51.537127, -0.077379, 1440428876.903308, 10.000000, 132.042539
51.537081, -0.077421, 1440428895.320697, 10.000000, 165.000000
51.537069, -0.077428, 1440428913.725812, 10.000000, 165.000000
51.537144, -0.077389, 1440428932.085181, 10.000000, 65.000000
51.537126, -0.077399, 1440428950.449941, 10.000000, 92.577772
51.537080, -0.077424, 1440428968.855356, 10.000000, 165.000000
51.537077, -0.077375, 1440428987.269188, 10.000000, 165.000000
51.537074, -0.077406, 1440429005.722122, 10.000000, 165.000000
51.537116, -0.077406, 1440429024.120408, 10.000000, 165.000000
51.537092, -0.077382, 1440429042.458617, 10.000000, 165.000000
51.537083, -0.077372, 1440429060.824361, 10.000000, 165.000000
51.537078, -0.077368, 1440429079.205210, 10.000000, 165.000000
51.537143, -0.077389, 1440429097.587114, 10.000000, 65.000000
51.537140, -0.077387, 1440429115.966482, 10.000000, 65.000000
51.537139, -0.077389, 1440429134.320066, 10.000000, 65.000000
51.537139, -0.077389, 1440429152.694489, 10.000000, 65.000000
51.537147, -0.077602, 1440429171.035227, 10.000000, 65.000000
51.537146, -0.077591, 1440429189.430406, 10.000000, 65.000000
51.537145, -0.077421, 1440429207.758565, 10.000000, 65.000000
51.537141, -0.077419, 1440429226.145373, 10.000000, 65.000000
51.537141, -0.077418, 1440429244.502501, 10.000000, 65.000000
51.537148, -0.077592, 1440429271.885441, 10.000000, 65.000000
51.537147, -0.077599, 1440429325.162084, 10.714565, 65.000000
51.537169, -0.077429, 1440429334.479571, 10.000000, 65.000000
51.537167, -0.077428, 1440429429.842539, 10.000000, 65.000000
51.537077, -0.077255, 1440429482.148816, 10.000000, 65.000000
51.537149, -0.077474, 1440429530.783480, 10.000000, 65.000000
51.537142, -0.077558, 1440429587.585023, 11.814437, 109.783381
51.537128, -0.077547, 1440429587.762517, 11.814437, 109.783699
51.537667, -0.077163, 1440429898.150396, 11.809273, 400.000000
51.537451, -0.077193, 1440429912.191538, 10.000000, 400.000000
51.537349, -0.077138, 1440430002.777951, 10.000000, 400.001345
